row,cell_id,world,world_index,qid,rev_id,horizon,block,family,rev_kind,from_bank,control_no_news,p,p_given,delta,nx,question,reveal
105,seed7003:b1404|seed7003:r25,seed7003,1,seed7003:b1404,seed7003:r25,150,A,EX_comparative,civ_lost,True,False,0.797,0.7946175637393768,-0.0023824362606232885,706,Will Sammarinese have a higher territory size than Ghana at turn 150?,Rhenish lost a city.
106,seed7008:b1419|seed7008:r18,seed7008,3,seed7008:b1419,seed7008:r18,150,A,W6_peace_at,civ_lost3,True,False,0.064,0.05789473684210526,-0.006105263157894739,190,Will Spanish and Peruvian have a formal peace in effect at turn 150?,Latvian lost at least three cities.
107,seed7010:b1359|seed7010:r25,seed7010,4,seed7010:b1359,seed7010:r25,150,A,W2_directed_conquest,civ_anarchy,True,False,0.947,0.947,0.0,1000,Will Fijian capture at least one city from Central American by turn 150?,American fell into anarchy at some point.
108,seed7022:b1047|seed7022:r53,seed7022,7,seed7022:b1047,seed7022:r53,150,A,NB1_threshold,civ_techs_K,True,False,0.411,0.4157754010695187,0.0047754010695187366,748,Will Pelasgian's number of technologies be at least 43 at turn 150?,Abyssinian knew at least 20 technologies at turn 90.
109,seed7008:b1419|seed7008:r32,seed7008,3,seed7008:b1419,seed7008:r32,150,B,W6_peace_at,civ_govchange,True,False,0.064,0.059322033898305086,-0.004677966101694915,472,Will Spanish and Peruvian have a formal peace in effect at turn 150?,Spanish changed its form of government (not counting a spell of anarchy).
110,seed7014:b1332|seed7014:r50,seed7014,6,seed7014:b1332,seed7014:r50,150,B,NW1_war_at,civ_wonder,True,False,0.794,0.8093587521663779,0.015358752166377831,577,Will Bissau-Guinean and Chinese be at war at turn 150?,Chinese completed a wonder.
111,seed7005:b1930|seed7005:r45,seed7005,2,seed7005:b1930,seed7005:r45,150,B,NB4_drawdown,civ_cities_grew4,True,False,0.81,0.806941431670282,-0.00305856832971807,922,Will Ostrogothic's treasury drop below 50% of its turn-60 level at any point up to turn 150?,Ostrogothic had at least four more cities at turn 90 than at turn 60.
112,seed7014:b1742|seed7014:r52,seed7014,6,seed7014:b1742,seed7014:r52,150,B,EX_government_at,civ_techs_K,True,False,0.369,0.3594890510948905,-0.009510948905109506,548,Will Chinese's government be Anarchy at turn 150?,Chinese knew at least 25 technologies at turn 90.
113,seed7011:b1441|seed7011:r5,seed7011,5,seed7011:b1441,seed7011:r5,150,B,W1_wonder_race,pair_ceasefire,True,False,0.169,0.18157543391188252,0.012575433911882511,749,Will Ohlone complete Michelangelo's Chapel by turn 150?,Ohlone and American reached a cease-fire or armistice.
114,seed7011:b1378|seed7011:r18,seed7011,5,seed7011:b1378,seed7011:r18,150,B,EX_comparative,pair_peace,True,False,0.532,0.5191256830601093,-0.012874316939890718,366,Will Libyan have a higher population than Equatoguinean at turn 150?,Equatoguinean and American signed a peace treaty.
115,seed7011:b1741|seed7011:r47,seed7011,5,seed7011:b1741,seed7011:r47,150,B,NB1_value_threshold,civ_cities_grew4,True,False,0.052,0.05327868852459016,0.001278688524590163,976,Will Equatoguinean's population be at least 124 at turn 150?,Equatoguinean had at least four more cities at turn 90 than at turn 60.
116,seed7005:b1262|seed7005:r22,seed7005,2,seed7005:b1262,seed7005:r22,150,B,NW2_diplo,civ_anarchy,True,True,0.425,0.42034943473792397,-0.004650565262076023,973,Will Saka and Otomí be at formal Peace at any point between turns 61 and 150?,Otomí fell into anarchy at some point.
117,seed7003:b1517|seed7003:r3,seed7003,1,seed7003:b1517,seed7003:r3,150,B,W5_tech_lead,pair_ceasefire,True,True,0.094,0.094,0.0,1000,Will Crimean Tatar know strictly more technologies than every other civilization at turn 150?,Crimean Tatar and Sammarinese reached a cease-fire or armistice.
118,seed7003:b1658|seed7003:r26,seed7003,1,seed7003:b1658,seed7003:r26,150,C1,NB1_value_threshold,civ_lost3,True,False,0.764,0.6680161943319838,-0.09598380566801623,247,Will Rhenish's number of cities be at least 27 at turn 150?,Rhenish lost at least three cities.
119,seed7005:b1292|seed7005:r15,seed7005,2,seed7005:b1292,seed7005:r15,150,C1,EX_comparative,civ_cities_fell2,False,True,0.608,0.7666666666666667,0.15866666666666673,150,Will Cañari have a higher number of cities than Saka at turn 150?,Saka had at least two fewer cities at turn 90 than at turn 60.
120,seed7005:b1828|seed7005:r35,seed7005,2,seed7005:b1828,seed7005:r35,150,C1,NB4_drawdown,civ_lost3,True,False,0.315,0.46646341463414637,0.15146341463414636,328,Will Cañari's number of cities drop below 99% of its turn-60 level at any point up to turn 150?,Cañari lost at least three cities.
121,seed7003:b1549|seed7003:r18,seed7003,1,seed7003:b1549,seed7003:r18,150,C1,NB1_value_threshold,civ_lost3,False,False,0.531,0.135,-0.396,200,Will Crimean Tatar's number of cities be at least 43 at turn 150?,Crimean Tatar lost at least three cities.
122,seed7008:b1371|seed7008:r18,seed7008,3,seed7008:b1371,seed7008:r18,150,C1,EX_comparative,civ_lost3,False,True,0.118,0.08947368421052632,-0.028526315789473677,190,Will Latvian have a higher number of cities than Somali at turn 150?,Latvian lost at least three cities.
123,seed7008:b1713|seed7008:r25,seed7008,3,seed7008:b1713,seed7008:r25,150,C1,NB4_drawdown,civ_lost3,False,False,0.072,0.15611814345991562,0.08411814345991563,237,Will Belgian's number of cities drop below 70% of its turn-60 level at any point up to turn 150?,Belgian lost at least three cities.
124,seed7008:b2032|seed7008:r47,seed7008,3,seed7008:b2032,seed7008:r47,150,C1,NB1_value_threshold,civ_lost3,False,False,0.113,0.021739130434782608,-0.0912608695652174,184,Will Somali's number of cities be at least 52 at turn 150?,Somali lost at least three cities.
125,seed7003:b1343|seed7003:r42,seed7003,1,seed7003:b1343,seed7003:r42,150,C1,EX_comparative,civ_lost3,False,True,0.783,0.8251748251748252,0.04217482517482518,286,Will Crimean Tatar have a higher number of cities than Sammarinese at turn 150?,Sammarinese lost at least three cities.
126,seed7005:b1505|seed7005:r14,seed7005,2,seed7005:b1505,seed7005:r14,150,C1,NB4_drawdown,civ_lost3,False,False,0.136,0.17759562841530055,0.04159562841530054,732,Will Saka's number of cities drop below 70% of its turn-60 level at any point up to turn 150?,Saka lost at least three cities.
127,seed7022:b1194|seed7022:r43,seed7022,7,seed7022:b1194,seed7022:r43,150,C1,NB1_value_threshold,civ_lost3,False,False,0.924,0.8869565217391304,-0.03704347826086962,345,Will Hunnic's number of cities be at least 8 at turn 150?,Hunnic lost at least three cities.
128,seed7010:b1377|seed7010:r23,seed7010,4,seed7010:b1377,seed7010:r23,150,C1,EX_comparative,civ_lost3,False,False,0.249,0.31601731601731603,0.06701731601731603,231,Will Spanish have a higher number of cities than American at turn 150?,American lost at least three cities.
129,seed7008:b1595|seed7008:r18,seed7008,3,seed7008:b1595,seed7008:r18,150,C1,NB4_drawdown,civ_lost3,False,True,0.097,0.22631578947368422,0.12931578947368422,190,Will Latvian's number of cities drop below 99% of its turn-60 level at any point up to turn 150?,Latvian lost at least three cities.
130,seed7008:b1574|seed7008:r18,seed7008,3,seed7008:b1574,seed7008:r18,150,C1,NB1_value_threshold,civ_lost3,False,False,0.286,0.21578947368421053,-0.07021052631578945,190,Will Latvian's number of cities be at least 26 at turn 150?,Latvian lost at least three cities.
131,seed7011:b1406|seed7011:r44,seed7011,5,seed7011:b1406,seed7011:r44,150,C1,EX_comparative,civ_lost3,False,False,0.697,0.5179063360881543,-0.17909366391184567,363,Will Equatoguinean have a higher number of cities than American at turn 150?,Equatoguinean lost at least three cities.
132,seed7003:b1682|seed7003:r26,seed7003,1,seed7003:b1682,seed7003:r26,150,C1,NB4_drawdown,civ_lost3,False,True,0.051,0.06477732793522267,0.013777327935222676,247,Will Rhenish's number of cities drop below 70% of its turn-60 level at any point up to turn 150?,Rhenish lost at least three cities.
133,seed7005:b1495|seed7005:r15,seed7005,2,seed7005:b1495,seed7005:r15,150,C2,NB1_value_threshold,civ_cities_fell2,True,True,0.757,0.34,-0.417,150,Will Saka's number of military units be at least 20 at turn 150?,Saka had at least two fewer cities at turn 90 than at turn 60.
134,seed7008:b1592|seed7008:r18,seed7008,3,seed7008:b1592,seed7008:r18,150,C2,NB4_drawdown,civ_lost3,True,False,0.427,0.5052631578947369,0.07826315789473687,190,Will Latvian's treasury drop below 25% of its turn-60 level at any point up to turn 150?,Latvian lost at least three cities.
135,seed7008:b1370|seed7008:r18,seed7008,3,seed7008:b1370,seed7008:r18,150,C2,EX_comparative,civ_lost3,True,False,0.655,0.7157894736842105,0.060789473684210504,190,Will Somali have a higher population than Latvian at turn 150?,Latvian lost at least three cities.
136,seed7005:b1495|seed7005:r14,seed7005,2,seed7005:b1495,seed7005:r14,150,C2,NB1_value_threshold,civ_lost3,True,False,0.757,0.7076502732240437,-0.04934972677595628,732,Will Saka's number of military units be at least 20 at turn 150?,Saka lost at least three cities.
137,seed7014:b1618|seed7014:r24,seed7014,6,seed7014:b1618,seed7014:r24,150,C2,NB4_drawdown,civ_lost3,True,True,0.292,0.390990990990991,0.09899099099099101,555,Will Trinidadian and Tobagonian's territory size drop below 90% of its turn-60 level at any point up to turn 150?,Trinidadian and Tobagonian lost at least three cities.
138,seed7008:b1443|seed7008:r47,seed7008,3,seed7008:b1443,seed7008:r47,150,C2,EX_comparative,civ_lost3,True,True,0.833,0.75,-0.08299999999999996,184,Will Somali have a higher territory size than Spanish at turn 150?,Somali lost at least three cities.
139,seed7014:b1585|seed7014:r24,seed7014,6,seed7014:b1585,seed7014:r24,150,C2,NB1_value_threshold,civ_lost3,True,False,0.25,0.18198198198198198,-0.06801801801801802,555,Will Trinidadian and Tobagonian's treasury be at least 1262 at turn 150?,Trinidadian and Tobagonian lost at least three cities.
140,seed7005:b1500|seed7005:r15,seed7005,2,seed7005:b1500,seed7005:r15,150,C2,NB4_drawdown,civ_cities_fell2,True,False,0.743,0.8466666666666667,0.10366666666666668,150,Will Saka's treasury drop below 50% of its turn-60 level at any point up to turn 150?,Saka had at least two fewer cities at turn 90 than at turn 60.
141,seed7003:b1428|seed7003:r42,seed7003,1,seed7003:b1428,seed7003:r42,150,C2,EX_comparative,civ_lost3,True,True,0.363,0.32517482517482516,-0.037825174825174834,286,Will Sammarinese have a higher score than Corsican at turn 150?,Sammarinese lost at least three cities.
142,seed7003:b1874|seed7003:r42,seed7003,1,seed7003:b1874,seed7003:r42,150,C2,NB1_value_threshold,civ_lost3,True,False,0.06,0.03146853146853147,-0.028531468531468526,286,Will Sammarinese's population be at least 99 at turn 150?,Sammarinese lost at least three cities.
143,seed7010:b1854|seed7010:r47,seed7010,4,seed7010:b1854,seed7010:r47,150,C2,NB4_drawdown,civ_lost3,True,False,0.863,0.916256157635468,0.05325615763546798,203,Will Fijian's treasury drop below 50% of its turn-60 level at any point up to turn 150?,Fijian lost at least three cities.
144,seed7011:b1378|seed7011:r44,seed7011,5,seed7011:b1378,seed7011:r44,150,C2,EX_comparative,civ_lost3,True,False,0.532,0.6721763085399449,0.1401763085399449,363,Will Libyan have a higher population than Equatoguinean at turn 150?,Equatoguinean lost at least three cities.
145,seed7003:b1995|seed7003:r50,seed7003,1,seed7003:b1995,seed7003:r50,150,C2,NB1_value_threshold,civ_lost3,True,False,0.901,0.8413597733711048,-0.05964022662889523,353,Will Corsican's territory size be at least 225 at turn 150?,Corsican lost at least three cities.
146,seed7005:b1500|seed7005:r14,seed7005,2,seed7005:b1500,seed7005:r14,150,C2,NB4_drawdown,civ_lost3,True,False,0.743,0.7581967213114754,0.015196721311475425,732,Will Saka's treasury drop below 50% of its turn-60 level at any point up to turn 150?,Saka lost at least three cities.
147,seed7003:b1332|seed7003:r18,seed7003,1,seed7003:b1332,seed7003:r18,150,C2,EX_comparative,civ_lost3,True,True,0.086,0.335,0.24900000000000003,200,Will Ghana have a higher territory size than Crimean Tatar at turn 150?,Crimean Tatar lost at least three cities.
148,seed7011:b1846|seed7011:r52,seed7011,5,seed7011:b1846,seed7011:r52,150,C2,NB1_value_threshold,civ_lost3,True,False,0.904,0.8403361344537815,-0.0636638655462185,357,Will American's population be at least 46 at turn 150?,American lost at least three cities.
149,seed7008:b1933|seed7008:r39,seed7008,3,seed7008:b1933,seed7008:r39,150,C2,NB4_drawdown,civ_lost3,True,False,0.502,0.6242038216560509,0.12220382165605093,157,Will Peruvian's treasury drop below 50% of its turn-60 level at any point up to turn 150?,Peruvian lost at least three cities.
150,seed7005:b1266|seed7005:r14,seed7005,2,seed7005:b1266,seed7005:r14,150,C2,EX_comparative,civ_lost3,True,True,0.652,0.6024590163934426,-0.049540983606557454,732,Will Saka have a higher population than Otomí at turn 150?,Saka lost at least three cities.
151,seed7005:b1475|seed7005:r14,seed7005,2,seed7005:b1475,seed7005:r14,150,C2,NB1_value_threshold,civ_lost3,False,True,0.525,0.45901639344262296,-0.06598360655737706,732,Will Saka's population be at least 66 at turn 150?,Saka lost at least three cities.
152,seed7003:b1896|seed7003:r42,seed7003,1,seed7003:b1896,seed7003:r42,150,C2,NB4_drawdown,civ_lost3,True,False,0.617,0.6258741258741258,0.008874125874125838,286,Will Sammarinese's treasury drop below 50% of its turn-60 level at any point up to turn 150?,Sammarinese lost at least three cities.
153,seed7003:b1404|seed7003:r42,seed7003,1,seed7003:b1404,seed7003:r42,150,C2,EX_comparative,civ_lost3,True,False,0.797,0.7762237762237763,-0.02077622377622379,286,Will Sammarinese have a higher territory size than Ghana at turn 150?,Sammarinese lost at least three cities.
154,seed7011:b1729|seed7011:r44,seed7011,5,seed7011:b1729,seed7011:r44,150,C2,NB1_value_threshold,civ_lost3,False,True,0.9,0.8181818181818182,-0.08181818181818179,363,Will Equatoguinean's treasury be at least 238 at turn 150?,Equatoguinean lost at least three cities.
155,seed7011:b1765|seed7011:r44,seed7011,5,seed7011:b1765,seed7011:r44,150,C2,NB4_drawdown,civ_lost3,False,True,0.291,0.4903581267217631,0.19935812672176312,363,Will Equatoguinean's territory size drop below 90% of its turn-60 level at any point up to turn 150?,Equatoguinean lost at least three cities.
156,seed7003:b1359|seed7003:r50,seed7003,1,seed7003:b1359,seed7003:r50,150,C2,EX_comparative,civ_lost3,True,False,0.203,0.14730878186968838,-0.05569121813031164,353,Will Corsican have a higher score than Crimean Tatar at turn 150?,Corsican lost at least three cities.
157,seed7003:b2007|seed7003:r50,seed7003,1,seed7003:b2007,seed7003:r50,150,C2,NB1_value_threshold,civ_lost3,False,False,0.054,0.0764872521246459,0.022487252124645897,353,Will Corsican's number of military units be at least 45 at turn 150?,Corsican lost at least three cities.
158,seed7008:b1593|seed7008:r18,seed7008,3,seed7008:b1593,seed7008:r18,150,C2,NB4_drawdown,civ_lost3,False,True,0.087,0.22105263157894736,0.13405263157894737,190,Will Latvian's territory size drop below 90% of its turn-60 level at any point up to turn 150?,Latvian lost at least three cities.
159,seed7005:b1266|seed7005:r15,seed7005,2,seed7005:b1266,seed7005:r15,150,C2,EX_comparative,civ_cities_fell2,True,True,0.652,0.3,-0.35200000000000004,150,Will Saka have a higher population than Otomí at turn 150?,Saka had at least two fewer cities at turn 90 than at turn 60.
160,seed7003:b1564|seed7003:r18,seed7003,1,seed7003:b1564,seed7003:r18,150,C2,NB1_value_threshold,civ_lost3,False,False,0.251,0.26,0.009000000000000008,200,Will Crimean Tatar's number of military units be at least 35 at turn 150?,Crimean Tatar lost at least three cities.
161,seed7010:b1855|seed7010:r47,seed7010,4,seed7010:b1855,seed7010:r47,150,C2,NB4_drawdown,civ_lost3,False,False,0.415,0.47783251231527096,0.06283251231527098,203,Will Fijian's treasury drop below 25% of its turn-60 level at any point up to turn 150?,Fijian lost at least three cities.
162,seed7001:b1368|seed7001:r22,seed7001,0,seed7001:b1368,seed7001:r22,150,C2,EX_comparative,civ_lost3,True,False,0.486,0.625,0.139,200,Will Sahrawi have a higher territory size than Brazzaville-Congolese at turn 150?,Brazzaville-Congolese lost at least three cities.
163,seed7005:b1794|seed7005:r35,seed7005,2,seed7005:b1794,seed7005:r35,150,C2,NB1_value_threshold,civ_lost3,False,True,0.101,0.08536585365853659,-0.015634146341463415,328,Will Cañari's treasury be at least 663 at turn 150?,Cañari lost at least three cities.
164,seed7003:b2010|seed7003:r50,seed7003,1,seed7003:b2010,seed7003:r50,150,C2,NB4_drawdown,civ_lost3,False,True,0.087,0.14730878186968838,0.06030878186968838,353,Will Corsican's territory size drop below 90% of its turn-60 level at any point up to turn 150?,Corsican lost at least three cities.
165,seed7022:b880|seed7022:r27,seed7022,7,seed7022:b880,seed7022:r27,150,C2,EX_comparative,civ_lost3,False,False,0.927,0.887240356083086,-0.039759643916914,337,Will Pelasgian have a higher territory size than Hunnic at turn 150?,Pelasgian lost at least three cities.
166,seed7003:b1971|seed7003:r50,seed7003,1,seed7003:b1971,seed7003:r50,150,C2,NB1_value_threshold,civ_lost3,False,True,0.107,0.042492917847025496,-0.0645070821529745,353,Will Corsican's score be at least 208 at turn 150?,Corsican lost at least three cities.
167,seed7022:b1094|seed7022:r27,seed7022,7,seed7022:b1094,seed7022:r27,150,C2,NB4_drawdown,civ_lost3,False,True,0.116,0.2522255192878338,0.13622551928783383,337,Will Pelasgian's territory size drop below 90% of its turn-60 level at any point up to turn 150?,Pelasgian lost at least three cities.
168,seed7001:b1354|seed7001:r36,seed7001,0,seed7001:b1354,seed7001:r36,150,C2,EX_comparative,civ_lost3,False,False,0.397,0.48,0.08299999999999996,100,Will Brazzaville-Congolese have a higher score than Estonian at turn 150?,Estonian lost at least three cities.
169,seed7001:b1470|seed7001:r22,seed7001,0,seed7001:b1470,seed7001:r22,150,C2,NB1_value_threshold,civ_lost3,False,False,0.95,0.91,-0.039999999999999925,200,Will Brazzaville-Congolese's treasury be at least 119 at turn 150?,Brazzaville-Congolese lost at least three cities.
170,seed7003:b2009|seed7003:r50,seed7003,1,seed7003:b2009,seed7003:r50,150,C2,NB4_drawdown,civ_lost3,False,False,0.262,0.28895184135977336,0.026951841359773354,353,Will Corsican's treasury drop below 25% of its turn-60 level at any point up to turn 150?,Corsican lost at least three cities.
171,seed7011:b1363|seed7011:r44,seed7011,5,seed7011:b1363,seed7011:r44,150,C2,EX_comparative,civ_lost3,False,True,0.334,0.22589531680440772,-0.1081046831955923,363,Will Equatoguinean have a higher score than Ohlone at turn 150?,Equatoguinean lost at least three cities.
172,seed7010:b1599|seed7010:r23,seed7010,4,seed7010:b1599,seed7010:r23,150,C2,NB1_value_threshold,civ_lost3,False,False,0.051,0.021645021645021644,-0.029354978354978353,231,Will American's score be at least 242 at turn 150?,American lost at least three cities.
173,seed7011:b1873|seed7011:r52,seed7011,5,seed7011:b1873,seed7011:r52,150,C2,NB4_drawdown,civ_lost3,False,False,0.474,0.5154061624649859,0.04140616246498596,357,Will American's treasury drop below 50% of its turn-60 level at any point up to turn 150?,American lost at least three cities.
174,seed7001:b1369|seed7001:r22,seed7001,0,seed7001:b1369,seed7001:r22,150,C2,EX_comparative,civ_lost3,False,True,0.544,0.41,-0.13400000000000006,200,Will Brazzaville-Congolese have a higher score than Sahrawi at turn 150?,Brazzaville-Congolese lost at least three cities.
175,seed7008:b2066|seed7008:r11,seed7008,3,seed7008:b2066,seed7008:r11,150,D,W4_lose_k,pair_war_began,True,True,0.891,0.8795336787564767,-0.011466321243523314,772,Will Somali lose at least 3 cities by turn 150?,Belgian and Somali went to war.
176,seed7001:b1525|seed7001:r22,seed7001,0,seed7001:b1525,seed7001:r22,150,D,NEW_civil_war,civ_lost3,True,False,0.129,0.245,0.11599999999999999,200,Will Brazzaville-Congolese suffer a civil war (a breakaway civilization splitting off) by turn 150?,Brazzaville-Congolese lost at least three cities.
177,seed7008:b1432|seed7008:r47,seed7008,3,seed7008:b1432,seed7008:r47,150,D,NW1_war_at,civ_lost3,True,False,0.333,0.33152173913043476,-0.0014782608695652621,184,Will Spanish and Somali be at war at turn 150?,Somali lost at least three cities.
178,seed7011:b1400|seed7011:r16,seed7011,5,seed7011:b1400,seed7011:r16,150,D,NW2_diplo,pair_war_began,True,False,0.381,0.09370424597364568,-0.2872957540263543,683,Will Equatoguinean and American be at formal Peace at any point between turns 61 and 150?,Equatoguinean and American went to war.
179,seed7008:b1409|seed7008:r0,seed7008,3,seed7008:b1409,seed7008:r0,150,D,W2_directed_conquest,pair_war_began,True,True,0.307,0.307,0.0,1000,Will Somali capture at least one city from Belgian by turn 150?,Latvian and Belgian went to war.
180,seed7003:b1803|seed7003:r0,seed7003,1,seed7003:b1803,seed7003:r0,150,D,W4_lose_k,pair_war_began,True,False,0.42,0.42,0.0,1000,Will Ghana lose at least 5 cities by turn 150?,Crimean Tatar and Ghana went to war.
181,seed7014:b1527|seed7014:r2,seed7014,6,seed7014:b1527,seed7014:r2,150,D,NEW_civil_war,pair_war_began,True,False,0.08,0.08,0.0,1000,Will Bissau-Guinean suffer a civil war (a breakaway civilization splitting off) by turn 150?,Bissau-Guinean and Tajik went to war.
182,seed7014:b1368|seed7014:r47,seed7014,6,seed7014:b1368,seed7014:r47,150,D,NW1_war_at,civ_lost3,True,False,0.056,0.072,0.015999999999999993,125,Will Tajik and Chinese be at war at turn 150?,Chinese lost at least three cities.
183,seed7011:b1365|seed7011:r9,seed7011,5,seed7011:b1365,seed7011:r9,150,D,NW2_diplo,pair_war_began,True,False,0.75,0.8156565656565656,0.06565656565656564,396,Will Ohlone and American reach a cease-fire or armistice at any point between turns 61 and 150?,Libyan and American went to war.
184,seed7005:b1312|seed7005:r9,seed7005,2,seed7005:b1312,seed7005:r9,150,D,W2_directed_conquest,pair_war_began,True,False,0.696,0.696,0.0,1000,Will Otomí capture at least one city from Greek by turn 150?,Greek and Cañari went to war.
185,seed7008:b1835|seed7008:r14,seed7008,3,seed7008:b1835,seed7008:r14,150,D,W4_lose_k,pair_war_began,True,False,0.722,0.68,-0.041999999999999926,200,Will Spanish lose at least 3 cities by turn 150?,Spanish and Peruvian went to war.
186,seed7011:b1668|seed7011:r36,seed7011,5,seed7011:b1668,seed7011:r36,150,D,NEW_civil_war,civ_lost3,True,False,0.237,0.2742857142857143,0.03728571428571431,175,Will Guyanese suffer a civil war (a breakaway civilization splitting off) by turn 150?,Guyanese lost at least three cities.
187,seed7010:b1368|seed7010:r8,seed7010,4,seed7010:b1368,seed7010:r8,150,D,NW1_war_at,pair_war_began,True,False,0.658,0.6583166332665331,0.000316633266533084,998,Will American and Spanish be at war at turn 150?,American and Beninese went to war.
188,seed7010:b1384|seed7010:r8,seed7010,4,seed7010:b1384,seed7010:r8,150,D,NW2_diplo,pair_war_began,True,False,0.597,0.5981963927855711,0.0011963927855711542,998,Will American and Fijian form an Alliance at any point between turns 61 and 150?,American and Beninese went to war.
189,seed7011:b1402|seed7011:r16,seed7011,5,seed7011:b1402,seed7011:r16,150,D,W2_directed_conquest,pair_war_began,True,False,0.463,0.5109809663250366,0.04798096632503662,683,Will Equatoguinean capture at least one city from American by turn 150?,Equatoguinean and American went to war.
190,seed7001:b1748|seed7001:r9,seed7001,0,seed7001:b1748,seed7001:r9,150,D,W4_lose_k,pair_war_began,True,False,0.406,0.383199079401611,-0.022800920598389007,869,Will Sahrawi lose at least 5 cities by turn 150?,Santomean and Sahrawi went to war.
191,seed7011:b1668|seed7011:r3,seed7011,5,seed7011:b1668,seed7011:r3,150,D,NEW_civil_war,pair_war_began,True,False,0.237,0.237,0.0,1000,Will Guyanese suffer a civil war (a breakaway civilization splitting off) by turn 150?,Ohlone and Guyanese went to war.
192,seed7003:b1370|seed7003:r26,seed7003,1,seed7003:b1370,seed7003:r26,150,D,NW1_war_at,civ_lost3,True,True,0.868,0.8623481781376519,-0.005651821862348139,247,Will Rhenish and Sammarinese be at war at turn 150?,Rhenish lost at least three cities.
193,seed7010:b1345|seed7010:r0,seed7010,4,seed7010:b1345,seed7010:r0,150,D,NW2_diplo,pair_war_began,True,True,0.168,0.10253456221198157,-0.06546543778801844,868,Will Central American and Spanish form an Alliance at any point between turns 61 and 150?,Central American and Spanish went to war.
194,seed7011:b1367|seed7011:r21,seed7011,5,seed7011:b1367,seed7011:r21,150,D,W2_directed_conquest,civ_lost3,True,True,0.916,0.9090909090909091,-0.006909090909090976,143,Will American capture at least one city from Ohlone by turn 150?,Ohlone lost at least three cities.
195,seed7014:b1841|seed7014:r14,seed7014,6,seed7014:b1841,seed7014:r14,150,D,W4_lose_k,pair_war_began,True,False,0.947,0.9413629160063391,-0.0056370839936608075,631,Will Chinese lose at least 3 cities by turn 150?,Swazi and Chinese went to war.
196,seed7001:b1525|seed7001:r0,seed7001,0,seed7001:b1525,seed7001:r0,150,D,NEW_civil_war,pair_war_began,True,False,0.129,0.12854251012145748,-0.0004574898785425219,988,Will Brazzaville-Congolese suffer a civil war (a breakaway civilization splitting off) by turn 150?,Brazzaville-Congolese and Estonian went to war.
197,seed7008:b1432|seed7008:r4,seed7008,3,seed7008:b1432,seed7008:r4,150,D,NW1_war_at,pair_war_began,True,False,0.333,0.8620689655172413,0.5290689655172414,116,Will Spanish and Somali be at war at turn 150?,Latvian and Somali went to war.
198,seed7014:b1357|seed7014:r0,seed7014,6,seed7014:b1357,seed7014:r0,150,D,NW2_diplo,pair_war_began,True,False,0.777,0.777,0.0,1000,Will Trinidadian and Tobagonian and Chinese reach a cease-fire or armistice at any point between turns 61 and 150?,Bissau-Guinean and Trinidadian and Tobagonian went to war.
199,seed7010:b1373|seed7010:r10,seed7010,4,seed7010:b1373,seed7010:r10,150,D,W2_directed_conquest,pair_war_began,True,True,0.111,0.15517241379310345,0.04417241379310345,174,Will Spanish capture at least one city from American by turn 150?,American and Fijian went to war.
200,seed7008:b2178|seed7008:r39,seed7008,3,seed7008:b2178,seed7008:r39,180,A,NW2_diplo,civ_lost3,True,False,0.368,0.3057324840764331,-0.062267515923566885,157,Will Spanish and Somali reach a cease-fire or armistice at any point between turns 61 and 180?,Peruvian lost at least three cities.
201,seed7010:b1923|seed7010:r16,seed7010,4,seed7010:b1923,seed7010:r16,180,A,NW1_war_at,civ_lost,True,False,0.488,0.47327044025157233,-0.014729559748427656,636,Will American and Fijian be at war at turn 180?,Central American lost a city.
202,seed7008:b2585|seed7008:r11,seed7008,3,seed7008:b2585,seed7008:r11,180,A,S5_civ_wonders,pair_war_began,True,False,0.626,0.6282383419689119,0.0022383419689119277,772,Will Spanish complete at least 1 wonder by turn 180?,Belgian and Somali went to war.
203,seed7011:b2343|seed7011:r40,seed7011,5,seed7011:b2343,seed7011:r40,180,A,W3_capture_k,civ_cities_grew4,True,True,0.457,0.455188679245283,-0.0018113207547170163,848,Will Equatoguinean capture at least 5 cities by turn 180?,Guyanese had at least four more cities at turn 90 than at turn 60.
204,seed7010:b1874|seed7010:r44,seed7010,4,seed7010:b1874,seed7010:r44,180,A,W2_directed_conquest,civ_techs_K,True,False,0.877,0.8734567901234568,-0.0035432098765432185,648,Will American capture at least one city from Central American by turn 180?,Beninese knew at least 23 technologies at turn 90.
205,seed7008:b2572|seed7008:r51,seed7008,3,seed7008:b2572,seed7008:r51,180,A,NB1_value_threshold,civ_cities_grew4,True,False,0.755,0.7553083923154702,0.0003083923154701962,989,Will Spanish's number of military units be at least 15 at turn 180?,Somali had at least four more cities at turn 90 than at turn 60.
206,seed7005:b2427|seed7005:r16,seed7005,2,seed7005:b2427,seed7005:r16,180,A,S6_city_founding,civ_govchange,True,True,0.596,0.5894495412844036,-0.006550458715596341,872,Will Greek found at least 8 new cities by turn 180?,Saka changed its form of government (not counting a spell of anarchy).
207,seed7010:b2219|seed7010:r28,seed7010,4,seed7010:b2219,seed7010:r28,180,A,EX_tech_discovered,civ_score_leader,True,True,0.105,0.10392902408111533,-0.0010709759188846646,789,Will Spanish have discovered Explosives by turn 180?,American had the highest score of any civilization at turn 90.
