model,question_type,horizon,nforecasts,nvalid,brier,expected_brier,calibration,excess_bits
openai/gpt-5-mini,mirror,T150,10,10,0.2615,0.2615,0.24425900000000006,0.9259027097335434
openai/gpt-5-mini,mirror,T180,10,10,0.27754399999999996,0.27754399999999996,0.25487069999999995,1.1129339181375195
openai/gpt-5-mini,mirror,T210,10,10,0.196292,0.196292,0.1827646,0.7177802942942322
openai/gpt-5-mini,mirror,all,50,50,0.24999359999999998,0.24999359999999998,0.23306347999999996,0.9239305540528098
google/gemini-3.1-flash-lite-preview,regular,T90,150,150,0.27886253333333333,0.27886253333333333,0.10503895999999999,0.37134389407078144
google/gemini-3.1-flash-lite-preview,regular,T120,150,150,0.2968646666666667,0.2968646666666667,0.12098849999999998,0.4413863705863658
google/gemini-3.1-flash-lite-preview,regular,T150,150,150,0.30713039999999997,0.30713039999999997,0.13315658,0.49680877342940105
google/gemini-3.1-flash-lite-preview,regular,T180,150,150,0.30907560000000006,0.30907560000000006,0.1319806533333333,0.49327126865095283
google/gemini-3.1-flash-lite-preview,regular,T210,150,150,0.314266,0.314266,0.13921575333333333,0.49123884564893444
google/gemini-3.1-flash-lite-preview,regular,all,750,750,0.30123984,0.30123984,0.12607608933333334,0.45880983047728713
google/gemini-3.1-flash-lite-preview,tail,T90,60,60,0.1585403333333333,0.1585403333333333,0.1434026333333333,0.5892185922004665
google/gemini-3.1-flash-lite-preview,tail,T120,60,60,0.16641833333333336,0.16641833333333336,0.14731195000000002,0.5911685097718313
google/gemini-3.1-flash-lite-preview,tail,T150,60,60,0.21595333333333327,0.21595333333333327,0.1956711333333333,0.7570049659312116
google/gemini-3.1-flash-lite-preview,tail,T180,60,60,0.18088166666666666,0.18088166666666666,0.16148356666666666,0.6563688161968066
google/gemini-3.1-flash-lite-preview,tail,T210,60,60,0.23151833333333333,0.23151833333333333,0.21284634999999993,0.8251634313309137
google/gemini-3.1-flash-lite-preview,tail,all,300,300,0.19066239999999998,0.19066239999999998,0.17214312666666665,0.6837848630862459
google/gemini-3.1-flash-lite-preview,mirror,T90,10,10,0.272858,0.272858,0.25243399999999994,0.9208853797376783
google/gemini-3.1-flash-lite-preview,mirror,T120,10,10,0.22172999999999998,0.22172999999999998,0.2109451,0.8183494599318288
google/gemini-3.1-flash-lite-preview,mirror,T150,10,10,0.28378200000000003,0.28378200000000003,0.26654100000000003,0.9681082628500857
google/gemini-3.1-flash-lite-preview,mirror,T180,10,10,0.24471400000000001,0.24471400000000001,0.22204069999999998,0.8724686358914674
google/gemini-3.1-flash-lite-preview,mirror,T210,10,10,0.22522000000000003,0.22522000000000003,0.21169259999999998,0.8138565858331406
google/gemini-3.1-flash-lite-preview,mirror,all,50,50,0.24966080000000004,0.24966080000000004,0.23273068,0.8787336648488402
qwen/qwen3.5-flash-02-23,regular,T90,150,150,0.30572426666666663,0.30572426666666663,0.13190069333333335,0.5316277532681631
qwen/qwen3.5-flash-02-23,regular,T120,150,150,0.35314866666666667,0.35314866666666667,0.1772725,0.8528529392302189
qwen/qwen3.5-flash-02-23,regular,T150,150,150,0.31328066666666665,0.31328066666666665,0.13930684666666665,0.5789274709185065
qwen/qwen3.5-flash-02-23,regular,T180,150,150,0.3304049333333333,0.3304049333333333,0.15330998666666665,0.6108048850969587
qwen/qwen3.5-flash-02-23,regular,T210,150,150,0.34041493333333334,0.34041493333333334,0.16536468666666668,0.6996915527963637
qwen/qwen3.5-flash-02-23,regular,all,750,750,0.3285946933333333,0.3285946933333333,0.15343094266666665,0.6547809202620423
qwen/qwen3.5-flash-02-23,tail,T90,60,60,0.15573966666666667,0.15573966666666667,0.14060196666666666,0.5614533634091432
qwen/qwen3.5-flash-02-23,tail,T120,60,60,0.12288633333333333,0.12288633333333333,0.10377995,0.4445807255855906
qwen/qwen3.5-flash-02-23,tail,T150,60,60,0.21699266666666667,0.21699266666666667,0.1967104666666666,0.8088980060236779
qwen/qwen3.5-flash-02-23,tail,T180,60,60,0.20637700000000006,0.20637700000000006,0.18697890000000003,0.7453303432954859
qwen/qwen3.5-flash-02-23,tail,T210,60,60,0.272657,0.272657,0.2539850166666666,1.0636698533497193
qwen/qwen3.5-flash-02-23,tail,all,300,300,0.19493053333333332,0.19493053333333332,0.17641126,0.7247864583327233
qwen/qwen3.5-flash-02-23,mirror,T90,10,10,0.37209,0.37209,0.3516659999999999,1.3567679717236718
qwen/qwen3.5-flash-02-23,mirror,T120,10,10,0.28198,0.28198,0.2711951,1.1590615732715914
qwen/qwen3.5-flash-02-23,mirror,T150,10,10,0.380076,0.380076,0.362835,1.6519706669902483
qwen/qwen3.5-flash-02-23,mirror,T180,10,10,0.30941199999999996,0.30941199999999996,0.28673869999999996,1.1808240443674214
qwen/qwen3.5-flash-02-23,mirror,T210,10,10,0.33083,0.33083,0.3173026,1.3224160317830704
qwen/qwen3.5-flash-02-23,mirror,all,50,50,0.3348776,0.3348776,0.31794747999999995,1.3342080576272004
anthropic/claude-haiku-4.5,regular,T90,150,150,0.27742439999999996,0.27742439999999996,0.10360082666666669,0.3760223453657797
anthropic/claude-haiku-4.5,regular,T120,150,150,0.28120799999999996,0.28120799999999996,0.10533183333333335,0.3686545954824377
anthropic/claude-haiku-4.5,regular,T150,150,150,0.2801344,0.2801344,0.10616058,0.37380221485709386
anthropic/claude-haiku-4.5,regular,T180,150,150,0.27964026666666664,0.27964026666666664,0.10254532,0.37136049042939967
anthropic/claude-haiku-4.5,regular,T210,150,150,0.2744366666666666,0.2744366666666666,0.09938642000000002,0.3409403142214149
anthropic/claude-haiku-4.5,regular,all,750,750,0.27856874666666664,0.27856874666666664,0.103404996,0.3661559920712252
anthropic/claude-haiku-4.5,tail,T90,60,60,0.11390033333333334,0.11390033333333334,0.09876263333333334,0.45267905079304604
anthropic/claude-haiku-4.5,tail,T120,60,60,0.10040166666666668,0.10040166666666668,0.08129528333333334,0.3910420634729943
anthropic/claude-haiku-4.5,tail,T150,60,60,0.10639966666666667,0.10639966666666667,0.08611746666666666,0.4069919425594585
anthropic/claude-haiku-4.5,tail,T180,60,60,0.14606166666666665,0.14606166666666665,0.12666356666666664,0.5380049846804676
anthropic/claude-haiku-4.5,tail,T210,60,60,0.153699,0.153699,0.13502701666666667,0.5687132090358386
anthropic/claude-haiku-4.5,tail,all,300,300,0.12409246666666665,0.12409246666666665,0.10557319333333333,0.471486250108361
anthropic/claude-haiku-4.5,mirror,T90,10,10,0.308146,0.308146,0.28772200000000003,1.0579151030810157
anthropic/claude-haiku-4.5,mirror,T120,10,10,0.279784,0.279784,0.2689991,1.0130843803478455
anthropic/claude-haiku-4.5,mirror,T150,10,10,0.407582,0.407582,0.390341,1.5151828002295848
anthropic/claude-haiku-4.5,mirror,T180,10,10,0.270376,0.270376,0.24770269999999997,1.0604453519678188
anthropic/claude-haiku-4.5,mirror,T210,10,10,0.27814400000000006,0.27814400000000006,0.2646166,0.9827682279399882
anthropic/claude-haiku-4.5,mirror,all,50,50,0.3088064,0.3088064,0.29187628,1.1258791727132509
openai/gpt-5-nano,regular,T90,150,150,0.28366306666666663,0.28366306666666663,0.10983949333333336,0.37635159112255895
openai/gpt-5-nano,regular,T120,150,150,0.3041324,0.3041324,0.12825623333333336,0.43824704894697686
openai/gpt-5-nano,regular,T150,150,150,0.30682013333333336,0.30682013333333336,0.13284631333333333,0.46877566251885466
openai/gpt-5-nano,regular,T180,150,150,0.2913922666666666,0.2913922666666666,0.11429732000000001,0.3952571825821811
openai/gpt-5-nano,regular,T210,150,150,0.3084628,0.3084628,0.13341255333333335,0.4716392443746091
openai/gpt-5-nano,regular,all,750,750,0.29889413333333337,0.29889413333333337,0.12373038266666667,0.4300541459090362
openai/gpt-5-nano,tail,T90,60,60,0.11737199999999999,0.11737199999999999,0.10223429999999997,0.4700943562413801
openai/gpt-5-nano,tail,T120,60,60,0.11212099999999998,0.11212099999999998,0.09301461666666667,0.4349803861115626
openai/gpt-5-nano,tail,T150,60,60,0.1571653333333333,0.1571653333333333,0.13688313333333335,0.5574296640618053
openai/gpt-5-nano,tail,T180,60,60,0.125313,0.125313,0.10591489999999999,0.46905727515196655
openai/gpt-5-nano,tail,T210,60,60,0.10809033333333334,0.10809033333333334,0.08941835,0.41372070423759383
openai/gpt-5-nano,tail,all,300,300,0.12401233333333332,0.12401233333333332,0.10549305999999999,0.4690564771608617
openai/gpt-5-nano,mirror,T90,10,10,0.36847399999999997,0.36847399999999997,0.34804999999999997,1.2785605936301112
openai/gpt-5-nano,mirror,T120,10,10,0.333384,0.333384,0.3225991,1.1806283560498392
openai/gpt-5-nano,mirror,T150,10,10,0.45300199999999996,0.45300199999999996,0.43576099999999995,1.552902001972242
openai/gpt-5-nano,mirror,T180,10,10,0.514508,0.514508,0.49183469999999996,1.7233169025563193
openai/gpt-5-nano,mirror,T210,10,10,0.45949,0.45949,0.44596259999999993,1.6174322387462106
openai/gpt-5-nano,mirror,all,50,50,0.4257716,0.4257716,0.40884148,1.4705680185909444
moonshotai/kimi-k2,regular,T90,150,149,0.2881064,0.2881064,0.11428282666666666,0.4196500979530753
moonshotai/kimi-k2,regular,T120,150,149,0.30061983333333336,0.30061983333333336,0.12474366666666668,0.4544219185870091
moonshotai/kimi-k2,regular,T150,150,150,0.29727519999999996,0.29727519999999996,0.12330138,0.4489391265362162
moonshotai/kimi-k2,regular,T180,150,148,0.30551306666666667,0.30551306666666667,0.12841812,0.46157718078870885
moonshotai/kimi-k2,regular,T210,150,147,0.28656146666666665,0.28656146666666665,0.11151122000000001,0.39468713157259055
moonshotai/kimi-k2,regular,all,750,743,0.2956151933333333,0.2956151933333333,0.12045144266666667,0.43585509108751996
moonshotai/kimi-k2,tail,T90,60,60,0.09719733333333333,0.09719733333333333,0.08205963333333334,0.38838844194663413
moonshotai/kimi-k2,tail,T120,60,59,0.117266,0.117266,0.09815961666666664,0.4314594860513669
moonshotai/kimi-k2,tail,T150,60,60,0.15050399999999994,0.15050399999999994,0.1302218,0.5305945112904776
moonshotai/kimi-k2,tail,T180,60,60,0.12281933333333334,0.12281933333333334,0.10342123333333332,0.445689268976298
moonshotai/kimi-k2,tail,T210,60,60,0.14542241666666664,0.14542241666666664,0.12675043333333333,0.5306154718383379
moonshotai/kimi-k2,tail,all,300,299,0.12664181666666666,0.12664181666666666,0.10812254333333333,0.4653494360206229
moonshotai/kimi-k2,mirror,T90,10,10,0.36639600000000005,0.36639600000000005,0.34597200000000006,1.2220341951961562
moonshotai/kimi-k2,mirror,T120,10,10,0.23589599999999997,0.23589599999999997,0.22511109999999995,0.8797453446398951
moonshotai/kimi-k2,mirror,T150,10,10,0.4328540000000001,0.4328540000000001,0.415613,1.591435262051471
moonshotai/kimi-k2,mirror,T180,10,10,0.387468,0.387468,0.3647947,1.2920393163860728
moonshotai/kimi-k2,mirror,T210,10,10,0.331182,0.331182,0.31765459999999995,1.2058947777814906
moonshotai/kimi-k2,mirror,all,50,50,0.35075920000000005,0.35075920000000005,0.33382908000000006,1.238229779211017
google/gemini-2.5-flash,regular,T90,150,150,0.32993906666666667,0.32993906666666667,0.15611549333333333,0.6959726467346106
google/gemini-2.5-flash,regular,T120,150,150,0.33975693333333334,0.33975693333333334,0.16388076666666665,0.7510994896543045
google/gemini-2.5-flash,regular,T150,150,150,0.31850429999999996,0.31850429999999996,0.14453048,0.6732715821206576
google/gemini-2.5-flash,regular,T180,150,150,0.34262706666666665,0.34262706666666665,0.16553211999999998,0.7065395684947814
google/gemini-2.5-flash,regular,T210,150,150,0.3202170666666667,0.3202170666666667,0.14516681999999997,0.6448840938150056
google/gemini-2.5-flash,regular,all,750,750,0.33020888666666665,0.33020888666666665,0.15504513599999997,0.6943534761638721
google/gemini-2.5-flash,tail,T90,60,60,0.27874224999999997,0.27874224999999997,0.26360455,1.048930845861307
google/gemini-2.5-flash,tail,T120,60,60,0.24789133333333335,0.24789133333333335,0.22878495,0.8790487443505641
google/gemini-2.5-flash,tail,T150,60,60,0.2840753333333333,0.2840753333333333,0.2637931333333333,1.015478309506892
google/gemini-2.5-flash,tail,T180,60,60,0.27737500000000004,0.27737500000000004,0.2579769,0.9912067693539445
google/gemini-2.5-flash,tail,T210,60,60,0.37988741666666664,0.37988741666666664,0.3612154333333334,1.3713223135597759
google/gemini-2.5-flash,tail,all,300,300,0.29359426666666666,0.29359426666666666,0.27507499333333335,1.0611973965264967
google/gemini-2.5-flash,mirror,T90,10,10,0.15281000000000003,0.15281000000000003,0.13238599999999995,0.6545481243207221
google/gemini-2.5-flash,mirror,T120,10,10,0.11737599999999997,0.11737599999999997,0.10659109999999998,0.6297294460319296
google/gemini-2.5-flash,mirror,T150,10,10,0.219648,0.219648,0.202407,0.8780363345849425
google/gemini-2.5-flash,mirror,T180,10,10,0.21738399999999997,0.21738399999999997,0.19471069999999996,0.9493778772894508
google/gemini-2.5-flash,mirror,T210,10,10,0.24571600000000005,0.24571600000000005,0.23218859999999997,0.8831786625188649
google/gemini-2.5-flash,mirror,all,50,50,0.1905868,0.1905868,0.17365668000000004,0.7989740889491819
qwen/qwen3-235b-a22b,regular,T90,150,150,0.2956037333333333,0.2956037333333333,0.12178016,0.48544429034625824
qwen/qwen3-235b-a22b,regular,T120,150,150,0.32417834,0.32417834,0.14830217333333331,0.6155062139253092
qwen/qwen3-235b-a22b,regular,T150,150,150,0.31346893333333337,0.31346893333333337,0.13949511333333334,0.5340080546659831
qwen/qwen3-235b-a22b,regular,T180,150,150,0.31823406,0.31823406,0.14113911333333334,0.6121950142168904
qwen/qwen3-235b-a22b,regular,T210,150,150,0.3123866666666667,0.3123866666666667,0.13733642000000001,0.5649185058264116
qwen/qwen3-235b-a22b,regular,all,750,750,0.31277434666666665,0.31277434666666665,0.13761059599999997,0.5624144157961705
qwen/qwen3-235b-a22b,tail,T90,60,60,0.13127568333333334,0.13127568333333334,0.11613798333333333,0.5072009736873705
qwen/qwen3-235b-a22b,tail,T120,60,60,0.09560166666666665,0.09560166666666665,0.07649528333333332,0.3607731513462074
qwen/qwen3-235b-a22b,tail,T150,60,60,0.14320866666666665,0.14320866666666665,0.12292646666666666,0.5111939020479953
qwen/qwen3-235b-a22b,tail,T180,60,60,0.15661000000000003,0.15661000000000003,0.1372119,0.5614598446815756
qwen/qwen3-235b-a22b,tail,T210,60,60,0.15506308333333335,0.15506308333333335,0.1363911,0.5681928423755533
qwen/qwen3-235b-a22b,tail,all,300,300,0.13635182,0.13635182,0.11783254666666665,0.5017641428277403
qwen/qwen3-235b-a22b,mirror,T90,10,10,0.33343,0.33343,0.313006,1.1624716444418852
qwen/qwen3-235b-a22b,mirror,T120,10,10,0.32422,0.32422,0.3134350999999999,1.2202693882879643
qwen/qwen3-235b-a22b,mirror,T150,10,10,0.40149169999999995,0.40149169999999995,0.38425070000000006,2.0317370421843113
qwen/qwen3-235b-a22b,mirror,T180,10,10,0.56467,0.56467,0.5419966999999999,2.1440624158031563
qwen/qwen3-235b-a22b,mirror,T210,10,10,0.45714,0.45714,0.44361259999999997,1.7384684535712882
qwen/qwen3-235b-a22b,mirror,all,50,50,0.41619034000000005,0.41619034000000005,0.39926022000000005,1.6594017888577213
openai/gpt-4.1,regular,T90,150,150,0.29028346666666666,0.29028346666666666,0.11645989333333333,0.5050410855377555
openai/gpt-4.1,regular,T120,150,150,0.2958092,0.2958092,0.11993303333333333,0.517517966299176
openai/gpt-4.1,regular,T150,150,150,0.3080864,0.3080864,0.13411258,0.5272186968978747
openai/gpt-4.1,regular,T180,150,150,0.3265172333333334,0.3265172333333334,0.14942228666666665,0.621340134101982
openai/gpt-4.1,regular,T210,150,150,0.33094606666666676,0.33094606666666676,0.15589582000000002,0.6488844277413238
openai/gpt-4.1,regular,all,750,750,0.3103284733333333,0.3103284733333333,0.13516472266666665,0.5640004621156225
openai/gpt-4.1,tail,T90,60,60,0.18996375000000004,0.18996375000000004,0.17482605,0.731664681679569
openai/gpt-4.1,tail,T120,60,60,0.21640208333333338,0.21640208333333338,0.1972957,0.7608088079337901
openai/gpt-4.1,tail,T150,60,60,0.3081153333333333,0.3081153333333333,0.2878331333333333,1.1095057545883689
openai/gpt-4.1,tail,T180,60,60,0.3087236666666666,0.3087236666666666,0.28932556666666664,1.1495029573341624
openai/gpt-4.1,tail,T210,60,60,0.3441795833333333,0.3441795833333333,0.32550759999999995,1.3566470190754893
openai/gpt-4.1,tail,all,300,300,0.2734768833333333,0.2734768833333333,0.25495760999999995,1.021625844122276
openai/gpt-4.1,mirror,T90,10,10,0.13001999999999997,0.13001999999999997,0.109596,0.46663779376702763
openai/gpt-4.1,mirror,T120,10,10,0.126292,0.126292,0.1155071,0.680634721755817
openai/gpt-4.1,mirror,T150,10,10,0.14247600000000002,0.14247600000000002,0.12523499999999999,0.6605104462426289
openai/gpt-4.1,mirror,T180,10,10,0.162482,0.162482,0.1398087,0.5600206273934971
openai/gpt-4.1,mirror,T210,10,10,0.08077199999999998,0.08077199999999998,0.06724459999999999,0.30545190555672935
openai/gpt-4.1,mirror,all,50,50,0.12840839999999998,0.12840839999999998,0.11147828,0.53465109894314
deepseek/deepseek-chat,regular,T90,150,150,0.2953809333333334,0.2953809333333334,0.12155736,0.4582180711397793
deepseek/deepseek-chat,regular,T120,150,150,0.31488079999999996,0.31488079999999996,0.13900463333333335,0.5449858218542823
deepseek/deepseek-chat,regular,T150,150,150,0.31263466666666667,0.31263466666666667,0.13866084666666667,0.5210096079981781
deepseek/deepseek-chat,regular,T180,150,150,0.3168798666666666,0.3168798666666666,0.13978492000000003,0.5483374282646882
deepseek/deepseek-chat,regular,T210,150,150,0.3075272,0.3075272,0.1324769533333333,0.4884108253991884
deepseek/deepseek-chat,regular,all,750,750,0.3094606933333333,0.3094606933333333,0.13429694266666667,0.5121923509312233
deepseek/deepseek-chat,tail,T90,60,60,0.14057733333333336,0.14057733333333336,0.12543963333333333,0.5362267662306605
deepseek/deepseek-chat,tail,T120,60,60,0.12514833333333333,0.12514833333333333,0.10604195,0.46245639002927513
deepseek/deepseek-chat,tail,T150,60,60,0.14177,0.14177,0.1214878,0.5255689570940929
deepseek/deepseek-chat,tail,T180,60,60,0.15308666666666668,0.15308666666666668,0.13368856666666667,0.5506340916886603
deepseek/deepseek-chat,tail,T210,60,60,0.15423,0.15423,0.13555801666666667,0.5555268549435716
deepseek/deepseek-chat,tail,all,300,300,0.14296246666666665,0.14296246666666665,0.12444319333333335,0.5260826119972519
deepseek/deepseek-chat,mirror,T90,10,10,0.25084,0.25084,0.23041599999999995,0.8726442847387508
deepseek/deepseek-chat,mirror,T120,10,10,0.23885,0.23885,0.22806509999999997,0.8904517572499193
deepseek/deepseek-chat,mirror,T150,10,10,0.43154000000000003,0.43154000000000003,0.41429900000000003,1.631194872311586
deepseek/deepseek-chat,mirror,T180,10,10,0.4886899999999999,0.4886899999999999,0.46601669999999995,1.6951111297995503
deepseek/deepseek-chat,mirror,T210,10,10,0.39332,0.39332,0.3797926,1.4022997361286753
deepseek/deepseek-chat,mirror,all,50,50,0.36064799999999997,0.36064799999999997,0.34371788000000003,1.2983403560456963
meta-llama/llama-4-scout,regular,T90,150,150,0.29351746666666667,0.29351746666666667,0.11969389333333334,0.4112993103243232
meta-llama/llama-4-scout,regular,T120,150,150,0.31305199999999994,0.31305199999999994,0.13717583333333333,0.47611849233103726
meta-llama/llama-4-scout,regular,T150,150,150,0.31593160000000003,0.31593160000000003,0.14195778,0.5078444873782143
meta-llama/llama-4-scout,regular,T180,150,150,0.29754306666666663,0.29754306666666663,0.12044812,0.47033268266967876
meta-llama/llama-4-scout,regular,T210,150,150,0.3048186666666667,0.3048186666666667,0.12976842,0.4626676011831881
meta-llama/llama-4-scout,regular,all,750,750,0.30497256,0.30497256,0.12980880933333333,0.4656525147772885
meta-llama/llama-4-scout,tail,T90,60,60,0.1644083333333333,0.1644083333333333,0.14927063333333332,0.6150114567438831
meta-llama/llama-4-scout,tail,T120,60,60,0.10217499999999999,0.10217499999999999,0.08306861666666668,0.38856030582185114
meta-llama/llama-4-scout,tail,T150,60,60,0.1625633333333333,0.1625633333333333,0.14228113333333334,0.5860277991921566
meta-llama/llama-4-scout,tail,T180,60,60,0.15048166666666665,0.15048166666666665,0.13108356666666662,0.5660916979791082
meta-llama/llama-4-scout,tail,T210,60,60,0.12590333333333334,0.12590333333333334,0.10723135,0.46996932557577636
meta-llama/llama-4-scout,tail,all,300,300,0.1411063333333333,0.1411063333333333,0.12258705999999998,0.525132117062555
meta-llama/llama-4-scout,mirror,T90,10,10,0.35911,0.35911,0.338686,1.8574459427517382
meta-llama/llama-4-scout,mirror,T120,10,10,0.29842,0.29842,0.28763510000000003,1.127144256374112
meta-llama/llama-4-scout,mirror,T150,10,10,0.48444999999999994,0.48444999999999994,0.467209,1.7721954821077854
meta-llama/llama-4-scout,mirror,T180,10,10,0.4476299999999999,0.4476299999999999,0.42495669999999997,1.5339615745642121
meta-llama/llama-4-scout,mirror,T210,10,10,0.47553999999999996,0.47553999999999996,0.4620125999999999,1.7925114793861294
meta-llama/llama-4-scout,mirror,all,50,50,0.41302999999999995,0.41302999999999995,0.39609988,1.6166517470367956
